pdb_code,parse_failed,mw,rot_bonds,num_heavy_atoms,formal_charge,num_rings,smiles
5ayt,False,317.29999999999984,3.0,24.0,0.0,4.0,[H]ON1C(=O)c2c([H])c([H])c([H])c3c(C(=O)c4c([H])c([H])c([H])c([H])c4[H])c([H])c([H])c(c23)C1=O
4cwp,False,319.3239999999998,3.0,24.0,0.0,5.0,[H]c1c([H])c(C([H])([H])c2nc3c([H])c([H])c([H])c([H])c3c3nc(N([H])[H])nn23)c([H])c2c1OC([H])([H])O2
2hb1,False,281.08299999999986,4.0,14.0,0.0,1.0,[H]OC(=O)c1sc([H])c(Br)c1OC([H])([H])C(=O)O[H]
5hz6,False,367.87599999999964,4.0,26.0,0.0,3.0,[H]OC(=O)c1c(C([H])(C([H])([H])[H])C([H])([H])[H])nc2c([H])c([H])c(Cl)c([H])c2c1-c1c([H])c([H])c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c1[H]
1azm,False,222.25100000000006,3.0,13.0,0.0,1.0,[H]N(C(=O)C([H])([H])[H])c1nnc(S(=O)(=O)N([H])[H])s1
2pou,False,305.1639999999999,4.0,16.0,0.0,1.0,[H]c1c(Cl)c(Cl)c(S(=O)(=O)N([H])[H])c([H])c1S(=O)(=O)N([H])[H]
5j64,False,287.2499999999998,4.0,21.0,0.0,3.0,[H]Oc1c([H])c([H])c(-c2nn([H])c(=O)n2-c2c([H])c([H])c([H])c([H])c2F)c(O[H])c1[H]
3b24,False,170.2410000000001,3.0,11.0,0.0,1.0,[H]N([H])c1nc(SC([H])([H])C([H])([H])[H])nc(C([H])([H])[H])n1
4c1y,False,178.1840000000001,4.0,12.0,0.0,1.0,[H]O[C@]1([H])[C@]([H])(O[H])[C@]([H])(C([H])([H])[H])O[C@]([H])(OC([H])([H])[H])[C@@]1([H])O[H]
6e1z,False,192.17400000000004,3.0,14.0,0.0,2.0,[H]OC(=O)c1oc(C([H])([H])n2c([H])nc([H])c2[H])c([H])c1[H]
2h6b,False,186.59400000000002,3.0,12.0,0.0,1.0,[H]OC(=O)C([H])([H])c1c([H])c([H])c(O[H])c(Cl)c1[H]
5tt3,False,258.324,4.0,16.0,0.0,2.0,[H]c1c(OC([H])([H])C([H])([H])[H])c([H])c2sc(S(=O)(=O)N([H])[H])nc2c1[H]
5tuo,False,180.21400000000006,3.0,10.0,0.0,1.0,[H]N([H])c1nnc(S(=O)(=O)N([H])[H])s1
1owe,False,289.3379999999997,3.0,22.0,0.0,3.0,[H]/N=C(\c1c([H])c([H])c2c([H])c(C(=O)N([H])c3c([H])c([H])c([H])c([H])c3[H])c([H])c([H])c2c1[H])N([H])[H]
6hgi,False,346.4669999999995,4.0,25.0,0.0,4.0,[H]OC([H])([H])C(=O)[C@@]1([H])C([H])([H])C([H])([H])[C@@]2([H])[C@]3([H])C([H])([H])C([H])([H])C4=C([H])C(=O)C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])[C@@]3([H])[C@@]([H])(O[H])C([H])([H])[C@@]21C([H])([H])[H]
6gnr,False,262.69599999999986,3.0,18.0,0.0,2.0,[H]OC(=O)c1c(N([H])c2c([H])c([H])c([H])c(Cl)c2C([H])([H])[H])nc([H])c([H])c1[H]
6cwn,False,305.2829999999997,4.0,21.0,0.0,2.0,[H]OC(=O)[C@@]1(C([H])([H])[H])OC([H])([H])[C@@]2([H])O[C@@]([H])(OC([H])([H])[H])[C@@]([H])(N([H])C(=O)C([H])([H])[H])[C@@]([H])(O[H])[C@]2([H])O1
3vvy,False,315.41999999999956,4.0,24.0,0.0,4.0,[H]c1c([H])c([H])c([C@]2([H])c3c([H])c(N([H])[H])c([H])c([H])c3-c3c([H])c([H])c(N([H])[H])c([H])c3N2C([H])([H])C([H])([H])[H])c([H])c1[H]
3pcg,False,152.14900000000006,3.0,11.0,0.0,1.0,[H]OC(=O)C([H])([H])c1c([H])c([H])c(O[H])c([H])c1[H]
2xab,False,295.3379999999997,4.0,22.0,0.0,3.0,[H]Oc1c([H])c(O[H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c1C(=O)n1c([H])c2c([H])c([H])c([H])c([H])c2c1[H]
4urz,False,254.3110000000001,3.0,17.0,0.0,2.0,[H]c1c([H])c(S(=O)(=O)N2C(=O)C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c([H])c1N([H])[H]
1zfq,False,230.27000000000004,3.0,14.0,0.0,2.0,[H]Oc1c([H])c([H])c2nc(S(=O)(=O)N([H])[H])sc2c1[H]
4dzy,False,184.62200000000007,3.0,12.0,0.0,1.0,[H]OC(=O)[C@@]([H])(Cl)C([H])([H])c1c([H])c([H])c([H])c([H])c1[H]
1fcx,False,388.5069999999996,4.0,29.0,0.0,4.0,[H]OC(=O)c1c([H])c([H])c2c([H])c([C@]([H])(O[H])c3c([H])c([H])c4c(c3[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])C4(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2c1[H]
5z7b,False,168.14800000000005,3.0,12.0,0.0,1.0,[H]OC(=O)c1c([H])c([H])c(O[H])c(OC([H])([H])[H])c1[H]
1u1w,False,153.13700000000006,3.0,11.0,0.0,1.0,[H]OC(=O)c1c([H])c([H])c([H])c(O[H])c1N([H])[H]
6ooy,False,266.3439999999998,4.0,20.0,0.0,3.0,[H]OC([H])([H])c1nc2c([H])c([H])c([H])c([H])c2n1C([H])([H])c1c([H])c(C([H])([H])[H])c([H])c([H])c1C([H])([H])[H]
4y0a,False,176.1680000000001,4.0,12.0,0.0,1.0,[H]OC(=O)[C@]1([H])C([H])([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(O[H])C1([H])[H]
3n0n,False,381.28199999999987,4.0,25.0,0.0,2.0,[H]c1c([H])c(S(=O)(=O)N([H])[H])c([H])c([H])c1N([H])C(=O)N([H])c1c(F)c(F)c(F)c(F)c1F
6dak,False,315.3759999999997,4.0,24.0,0.0,4.0,[H]C1=C([H])C([H])([H])c2nc(-c3c([H])c([H])c([H])c(C([H])([H])N([H])C(=O)c4c([H])c([H])c([H])c([H])c4[H])c3[H])c([H])n21
4h42,False,251.26700000000008,4.0,17.0,0.0,2.0,[H]OC(=O)C([H])([H])N([H])C(=O)c1c([H])c([H])c2nc(N([H])[H])sc2c1[H]
4kz6,False,231.31700000000015,4.0,15.0,0.0,1.0,[H]OC(=O)[C@]1([H])N(C(=O)C([H])([H])C([H])([H])S[H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H]
5zag,False,354.3979999999997,4.0,26.0,0.0,3.0,[H]/N=C(\NC(=O)c1nc(-c2c([H])nc([H])nc2[H])c(N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])nc1N([H])[H])N([H])[H]
4pp5,False,308.42099999999954,4.0,23.0,0.0,2.0,[H]OC(=O)/C([H])=C(/C([H])=C([H])/C([H])=C(\C([H])=C1\c2c([H])c([H])c([H])c(C([H])([H])[H])c2C([H])([H])C([H])([H])C1([H])[H])C([H])([H])[H])C([H])([H])[H]
3rlp,False,284.1459999999998,3.0,18.0,0.0,2.0,[H]c1c(-c2c([H])c(OC([H])([H])[H])c(Cl)c([H])c2Cl)nc(N([H])[H])nc1C([H])([H])[H]
3gvb,False,221.21200000000007,3.0,16.0,0.0,2.0,[H]OC(=O)[C@@]1([H])C([H])([H])C(=O)N(c2c([H])c([H])c([H])c([H])c2O[H])C1([H])[H]
4bf1,False,356.43199999999996,4.0,24.0,0.0,4.0,[H]c1c(-c2nnn(-c3c([H])c([H])c([H])c4c([H])c([H])c([H])c([H])c34)c2[H])sc(S(=O)(=O)N([H])[H])c1[H]
5dh4,False,293.7829999999998,3.0,19.0,0.0,3.0,[H]c1nn2c(N([H])C([H])([H])c3sc(C([H])([H])[H])nc3C([H])([H])[H])c([H])c(Cl)nc2c1[H]
2ctc,False,166.17600000000007,4.0,12.0,0.0,1.0,[H]OC(=O)[C@@]([H])(O[H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H]
3pce,False,152.14900000000006,3.0,11.0,0.0,1.0,[H]OC(=O)C([H])([H])c1c([H])c([H])c([H])c(O[H])c1[H]
4djw,False,342.40199999999976,3.0,26.0,0.0,4.0,[H]/N=C1\N(C([H])([H])[H])C(=O)[C@@](c2c([H])c([H])c([H])c([H])c2[H])(c2c([H])c([H])c([H])c(-c3c([H])nc([H])c([H])c3[H])c2[H])N1[H]
1gyy,False,182.15000000000003,3.0,13.0,0.0,1.0,[H]OC(=O)/C(F)=C(/[H])c1c([H])c([H])c(O[H])c([H])c1[H]
4bqs,False,212.20100000000008,3.0,15.0,0.0,2.0,[H]OC(=O)C1=C([H])[C@@]2([H])OC([H])([H])C([H])=C([H])[C@@](O[H])(C1([H])[H])[C@@]2([H])O[H]
2rk8,False,126.00399999999999,3.0,7.0,0.0,0.0,[H]OC(=O)P(=O)(O[H])O[H]
3bqc,False,270.2399999999998,3.0,20.0,0.0,3.0,[H]Oc1c([H])c(O[H])c2c(c1[H])C(=O)c1c([H])c(C([H])([H])[H])c([H])c(O[H])c1C2=O
4exs,False,217.2900000000001,4.0,14.0,0.0,1.0,[H]OC(=O)[C@@]1([H])N(C(=O)[C@]([H])(C([H])([H])[H])C([H])([H])S[H])C([H])([H])C([H])([H])C1([H])[H]
5fe7,False,194.2340000000001,3.0,14.0,0.0,2.0,[H]OC([H])([H])C([H])([H])n1nc(C([H])([H])[H])c2c1C([H])([H])C([H])([H])C([H])([H])C2=O
1hlk,False,322.2689999999998,4.0,23.0,0.0,3.0,[H]OC(=O)c1c(O[H])c(O[H])c([H])c2oc3c(c(=O)c12)[C@]([H])(OC([H])([H])[H])O[C@@]([H])(C([H])([H])[H])C3([H])[H]
3lgs,False,237.2190000000001,4.0,17.0,0.0,3.0,[H]O[C@@]1([H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)OC([H])([H])[C@@]1([H])O[H]
4gii,False,375.21499999999986,4.0,25.0,0.0,3.0,[H]c1nc(N([H])C(=O)C2([H])C([H])([H])C2([H])[H])c([H])c(N([H])C(=O)c2c(Cl)c([H])c(C#N)c([H])c2Cl)c1[H]
3r1v,False,240.3060000000001,4.0,18.0,0.0,2.0,[H]Oc1c([H])c([H])c(/N=N/c2c([H])c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c2[H])c([H])c1[H]
4lhm,False,267.2449999999998,4.0,19.0,0.0,2.0,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])c(C([H])([H])[H])c(=O)n([H])c2=O)C([H])([H])[C@]1([H])N=[N+]=[N-]
2v00,False,215.25600000000009,4.0,16.0,0.0,2.0,[H]c1c([H])c([H])c(C([H])([H])C([H])([H])c2nc(N([H])[H])n([H])c(=O)c2[H])c([H])c1[H]
2wn9,False,294.35399999999964,4.0,22.0,0.0,3.0,[H]Oc1c([H])c([H])c(/C([H])=C2/C(c3c([H])nc([H])c([H])c3[H])=NC([H])([H])C([H])([H])C2([H])[H])c(OC([H])([H])[H])c1[H]
3mf5,False,376.5209999999997,4.0,27.0,0.0,4.0,[H]OC(=O)c1sc(-c2c([H])c([H])c([H])c([H])c2[H])c([H])c1-c1c([H])c([H])c([H])c([H])c1[C@]1([H])C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])[H])C([H])([H])C1([H])[H]
6b4d,False,269.30399999999975,3.0,20.0,0.0,3.0,[H]OC(=O)c1c([H])c(-c2c([H])n(C([H])([H])C([H])([H])[H])c3c([H])c([H])c([H])c([H])c23)nn1C([H])([H])[H]
4dkr,False,389.8179999999998,3.0,27.0,0.0,3.0,[H]/N=C(/N([H])[H])N([H])[C@]1([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[C@@]1([H])N([H])C(=O)C(=O)N([H])c1c([H])c([H])c(Cl)c(F)c1[H]
6d1d,False,268.2049999999997,4.0,18.0,0.0,2.0,[H]OP(=O)(O[H])C([H])([H])c1c([H])c(=O)oc2c([H])c(C([H])([H])[H])c([H])c(C([H])([H])[H])c12
5lz4,False,276.31099999999964,4.0,20.0,0.0,2.0,[H]c1c([H])c(OC([H])([H])C([H])([H])N2C(=O)C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C2([H])[H])c([H])c(C#N)c1F
6fcj,False,286.7179999999998,4.0,20.0,0.0,3.0,[H]Oc1c([H])c([H])c(-c2c([H])c([H])nn2-c2c([H])c([H])c([H])c([H])c2Cl)c(O[H])c1[H]
6p89,False,377.3999999999997,3.0,28.0,0.0,5.0,[H]c1nn(C([H])([H])C(=O)N([H])c2c([H])c([H])c3c(c2[H])OC([H])([H])C([H])([H])O3)c2c1C([H])([H])Oc1c([H])c([H])c(C([H])([H])[H])c([H])c1-2
3hku,False,339.3659999999996,4.0,22.0,0.0,3.0,[H]N([H])S(=O)(=O)OC([H])([H])[C@]12OC(C([H])([H])[H])(C([H])([H])[H])O[C@@]1([H])[C@]1([H])OC(C([H])([H])[H])(C([H])([H])[H])O[C@]1([H])C([H])([H])O2
1lnm,False,374.52099999999945,3.0,27.0,0.0,5.0,[H]O[C@@]1([H])C([H])([H])C([H])([H])[C@@]2(C([H])([H])[H])[C@]([H])(C([H])([H])C([H])([H])[C@]3([H])[C@]2([H])C([H])([H])C([H])([H])[C@@]2(C([H])([H])[H])[C@]3(O[H])C([H])([H])C([H])([H])[C@]2([H])C2=C([H])C(=O)OC2([H])[H])C1([H])[H]
4csd,False,178.1840000000001,4.0,12.0,0.0,1.0,[H]O[C@]1([H])[C@]([H])(O[H])[C@]([H])(C([H])([H])[H])O[C@@]([H])(OC([H])([H])[H])[C@@]1([H])O[H]
6hke,False,134.08700000000005,4.0,9.0,0.0,0.0,[H]OC(=O)C([H])([H])[C@@]([H])(O[H])C(=O)O[H]
1ttm,False,309.34299999999973,3.0,21.0,0.0,3.0,[H]c1c(OS(=O)(=O)N([H])[H])c([H])c2oc(=O)c3c(c2c1[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H]
4qac,False,336.36099999999965,3.0,24.0,0.0,3.0,[H]c1c(-c2c([H])c([H])c(C(F)(F)F)c([H])c2[H])nc(N([H])[H])nc1N1C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C1([H])[H]
6d15,False,268.2049999999997,4.0,18.0,0.0,2.0,[H]OP(=O)(O[H])C([H])([H])c1c([H])c(=O)oc2c([H])c(C([H])([H])[H])c(C([H])([H])[H])c([H])c12
1v2n,False,372.4719999999997,4.0,28.0,0.0,3.0,[H]/N=C(/c1c([H])c([H])c(/C([H])=C2\C(=O)/C(=C(/[H])c3c([H])c([H])c(/C(=N\[H])N([H])[H])c([H])c3[H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H])N([H])[H]
4ap7,False,321.31499999999977,4.0,24.0,0.0,4.0,[H]Oc1c([H])c([H])c(C([H])([H])c2nnc3nc([H])c(-c4c([H])c([H])c(F)c([H])c4[H])nn23)c([H])c1[H]
3oku,False,377.5059999999996,4.0,26.0,0.0,4.0,[H]c1c(OS(=O)(=O)N([H])[H])c(C([H])([H])C([H])([H])[H])c([H])c2c1C([H])([H])C([H])([H])[C@@]1([H])[C@]3([H])C([H])([H])C([H])([H])C(=O)[C@@]3(C([H])([H])[H])C([H])([H])C([H])([H])[C@]21[H]
1ajn,False,181.14700000000005,3.0,13.0,0.0,1.0,[H]OC(=O)C([H])([H])c1c([H])c([H])c([N+](=O)[O-])c([H])c1[H]
4ih6,False,288.3909999999995,3.0,21.0,0.0,2.0,[H]c1c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1C([H])([H])N1C(=O)N([H])[C@@]([H])(C([H])(C([H])([H])[H])C([H])([H])[H])C1=O
5e28,False,248.30700000000007,4.0,17.0,0.0,2.0,[H]c1c([H])c(N([H])[H])c([H])c([H])c1-c1c([H])c([H])c(S(=O)(=O)N([H])[H])c([H])c1[H]
3hp9,False,345.7039999999998,4.0,23.0,0.0,2.0,[H]OC(=O)c1c([H])c(OC([H])([H])[H])c([H])c([H])c1N([H])c1c([H])c(C(F)(F)F)c([H])c([H])c1Cl
2f6t,False,385.4419999999997,4.0,26.0,0.0,2.0,[H]OS(=O)(=O)N([H])c1c([H])c([H])c2c(c1[H])C([H])([H])N(C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[C@]([H])(C(=O)N([H])C([H])([H])[H])C2([H])[H]
3gqz,False,247.25000000000009,3.0,18.0,0.0,2.0,[H]OC(=O)[C@@]1([H])C([H])([H])C(=O)N(c2c([H])c([H])c(C(=O)C([H])([H])[H])c([H])c2[H])C1([H])[H]
3cft,False,223.25300000000004,3.0,15.0,0.0,2.0,[H]OS(=O)(=O)c1c([H])c([H])c([H])c2c(N([H])[H])c([H])c([H])c([H])c12
6d1h,False,239.16700000000003,4.0,16.0,0.0,2.0,[H]OP(=O)(O[H])C([H])([H])c1c([H])c(=O)n([H])c2c([H])c([H])c([H])c([H])c12
3tz0,False,150.6050000000001,3.0,9.0,0.0,0.0,[H]OC(=O)[C@@]([H])(Cl)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]
3hmp,False,233.70200000000008,3.0,16.0,0.0,3.0,[H]c1nc(N([H])C([H])([H])C2([H])C([H])([H])C2([H])[H])c2c([H])c([H])c(Cl)c([H])c2n1
5l4j,False,250.27500000000003,4.0,17.0,0.0,2.0,[H]Oc1c([H])c([H])c(S(=O)(=O)c2c([H])c([H])c(O[H])c([H])c2[H])c([H])c1[H]
4m8h,False,308.42099999999954,4.0,23.0,0.0,2.0,[H]OC(=O)/C([H])=C(/C([H])=C([H])/C([H])=C(\C([H])=C1\c2c([H])c([H])c([H])c([H])c2[C@]([H])(C([H])([H])[H])C([H])([H])C1([H])[H])C([H])([H])[H])C([H])([H])[H]
4dkq,False,389.8179999999997,3.0,27.0,0.0,3.0,[H]/N=C(/N([H])[H])N([H])[C@@]1([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[C@]1([H])N([H])C(=O)C(=O)N([H])c1c([H])c([H])c(Cl)c(F)c1[H]
6pvz,False,266.29599999999976,4.0,20.0,0.0,3.0,[H]OC(=O)C([H])([H])c1c([H])oc2c([H])c(C([H])([H])c3c([H])c([H])c([H])c([H])c3[H])c([H])c([H])c12
5hvt,False,271.2719999999997,3.0,20.0,0.0,3.0,[H]Oc1c([H])c([H])c2c(c1[H])OC(=O)N(c1c([H])c([H])c(OC([H])([H])[H])c([H])c1[H])C2([H])[H]
5l4i,False,262.69599999999986,3.0,18.0,0.0,2.0,[H]OC(=O)c1c(N([H])c2c([H])c([H])c([H])c(Cl)c2C([H])([H])[H])nc([H])c([H])c1[H]
5sz4,False,233.29200000000006,3.0,16.0,0.0,2.0,[H]c1c([H])c([H])c(-c2c([H])c([H])c(S(=O)(=O)N([H])[H])c([H])c2[H])c([H])c1[H]
1ydd,False,222.25100000000006,3.0,13.0,0.0,1.0,[H]N(C(=O)C([H])([H])[H])c1nnc(S(=O)(=O)N([H])[H])s1
4f9w,False,326.40299999999974,3.0,25.0,0.0,4.0,[H]c1nc([H])c([H])c(-c2c(-c3c([H])c([H])c4c([H])c([H])c([H])c([H])c4c3[H])nnc(N(C([H])([H])[H])C([H])([H])[H])c2[H])c1[H]
3ebo,False,254.24100000000004,3.0,19.0,0.0,3.0,[H]Oc1c([H])c(O[H])c2c(=O)c([H])c(-c3c([H])c([H])c([H])c([H])c3[H])oc2c1[H]
5aut,False,299.3509999999997,4.0,21.0,0.0,3.0,[H]OS(=O)(=O)c1c([H])c([H])c([H])c2c([H])c([H])c([H])c(N([H])c3c([H])c([H])c([H])c([H])c3[H])c12
2g5u,False,323.9899999999999,3.0,18.0,0.0,2.0,[H]Oc1c(Cl)c([H])c(-c2c([H])c(Cl)c(O[H])c(Cl)c2[H])c([H])c1Cl
3pcn,False,168.14800000000005,4.0,12.0,0.0,1.0,[H]OC(=O)C([H])([H])c1c([H])c([H])c(O[H])c(O[H])c1[H]
3k4d,False,191.13900000000007,4.0,13.0,0.0,1.0,[H]OC(=O)[C@@]1([H])N([H])C(=O)[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H]
2boj,False,164.1570000000001,4.0,11.0,0.0,1.0,[H]O[C@@]1([H])[C@]([H])(O[H])[C@]([H])(OC([H])([H])[H])OC([H])([H])[C@@]1([H])O[H]
1uou,False,242.66600000000008,3.0,16.0,0.0,2.0,[H]C1=C(N([H])[H])N(C([H])([H])c2c(Cl)c(=O)n([H])c(=O)n2[H])C([H])([H])C1([H])[H]
5tbm,False,383.34699999999987,4.0,26.0,0.0,3.0,[H]O[C@@]1([H])c2c(c(Oc3c([H])c(F)c([H])c(C#N)c3[H])c([H])c([H])c2S(=O)(=O)C([H])([H])[H])C([H])([H])C1(F)F
5wcm,False,202.19100000000003,3.0,13.0,0.0,1.0,[H]c1c([H])c(S(=O)(=O)N([H])[H])c([H])c([H])c1[N+](=O)[O-]
4z07,False,345.2079999999998,4.0,23.0,0.0,4.0,[H]O[C@]1([H])[C@]2([H])O[P@@](=O)(O[H])OC([H])([H])[C@@]2([H])O[C@@]1([H])n1c([H])nc2c(=O)n([H])c(N([H])[H])nc21
4nyf,False,383.8749999999996,4.0,27.0,0.0,3.0,[H]OC(=O)[C@@]([H])(OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c1c(C([H])([H])[H])nc2c([H])c([H])c([H])c([H])c2c1-c1c([H])c([H])c(Cl)c([H])c1[H]
4h7q,False,130.14299999999997,3.0,9.0,0.0,0.0,[H]OC(=O)C(=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]
6d1j,False,267.2209999999998,4.0,18.0,0.0,2.0,[H]OP(=O)(O[H])C([H])([H])c1c([H])c(=O)n([H])c2c([H])c(C([H])([H])[H])c([H])c(C([H])([H])[H])c12
4rqv,False,380.9029999999999,3.0,23.0,0.0,4.0,[H]c1c(Cl)c([H])c2sc(N([H])S(=O)(=O)c3sc4c([H])c([H])c([H])c([H])c4c3[H])nc2c1[H]
1f5l,False,228.62300000000008,3.0,15.0,0.0,1.0,[H]/N=C(\NC(=O)c1nc(Cl)c(N([H])[H])nc1N([H])[H])N([H])[H]
6i13,False,392.8459999999998,4.0,28.0,0.0,4.0,[H]c1nn(C([H])([H])[H])c([H])c1N([H])C(=O)c1c([H])n(C([H])([H])c2c([H])c([H])c([H])c(Cl)c2[H])c(=O)c2c([H])c([H])c([H])c([H])c12
5u0d,False,253.27900000000008,3.0,17.0,0.0,2.0,[H]c1c([H])c([C@@]2([H])OC(=S)N([H])C2=O)c(OC([H])([H])[H])c([H])c1OC([H])([H])[H]
6e5t,False,258.3610000000001,4.0,19.0,0.0,2.0,[H]Oc1c([H])c(O[H])c([C@]2([H])C([H])=C(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]2([H])C(=C([H])[H])C([H])([H])[H])c(C([H])([H])[H])c1[H]
6d1k,False,223.16800000000003,4.0,15.0,0.0,2.0,[H]OP(=O)(O[H])C([H])([H])c1c([H])c([H])c([H])c2c([H])c([H])c([H])nc12
5ewy,False,300.2889999999997,4.0,22.0,0.0,3.0,[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])n1c([H])c([H])c2nc(=O)c3c([H])c(F)c([H])c([H])c3c-2c1[H]
3mdz,False,258.324,4.0,16.0,0.0,2.0,[H]c1c(OC([H])([H])C([H])([H])[H])c([H])c2sc(S(=O)(=O)N([H])[H])nc2c1[H]
3t5u,False,173.19300000000004,3.0,11.0,0.0,1.0,[H]ON([H])S(=O)(=O)c1c([H])c([H])c([H])c([H])c1[H]
4qsv,False,242.2310000000001,4.0,17.0,0.0,2.0,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])c(C([H])([H])[H])c(=O)n([H])c2=O)C([H])([H])[C@]1([H])O[H]
1f4e,False,269.3219999999997,3.0,18.0,0.0,2.0,[H]OC(=O)[C@]1([H])N(S(=O)(=O)c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])C([H])([H])C([H])([H])C1([H])[H]
4nbk,False,214.26800000000011,4.0,16.0,0.0,2.0,[H]Oc1c([H])c([H])c([H])c([H])c1C([H])([H])N([H])c1nc([H])c([H])c([H])c1C([H])([H])[H]
3hww,False,146.09800000000004,4.0,10.0,0.0,0.0,[H]OC(=O)C(=O)C([H])([H])C([H])([H])C(=O)O[H]
2buv,False,154.12100000000004,3.0,11.0,0.0,1.0,[H]OC(=O)c1c([H])c([H])c(O[H])c(O[H])c1[H]
3le9,False,352.3499999999998,4.0,26.0,0.0,4.0,[H]c1c([H])c([H])c([C@@]2(C([H])([H])n3c(=O)c4c([H])c(OC([H])([H])[H])c([H])c([H])c4n3[H])C(=O)N([H])C(=O)N2[H])c([H])c1[H]
3igp,False,272.3259999999997,4.0,18.0,0.0,2.0,[H]c1c(OC([H])([H])[H])c(OC([H])([H])[H])c([H])c2c1C([H])([H])N(S(=O)(=O)N([H])[H])C([H])([H])C2([H])[H]
6mg5,False,231.29500000000013,3.0,17.0,0.0,2.0,[H]c1c(N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c2oc(=O)c([H])c(C([H])([H])[H])c2c1[H]
1j37,False,217.29000000000013,4.0,14.0,0.0,1.0,[H]OC(=O)[C@@]1([H])N(C(=O)[C@]([H])(C([H])([H])[H])C([H])([H])S[H])C([H])([H])C([H])([H])C1([H])[H]
3b27,False,252.73000000000008,3.0,16.0,0.0,2.0,[H]c1c([H])c([H])c(-c2nc(SC([H])([H])[H])nc(N([H])[H])n2)c(Cl)c1[H]
5c2a,False,308.8379999999997,4.0,20.0,0.0,3.0,[H]N(c1nc(C2([H])C([H])([H])C2([H])[H])nc(Cl)c1C([H])([H])[H])C([H])([H])c1sc(C([H])([H])[H])nc1C([H])([H])[H]
2nnd,False,166.2240000000001,3.0,12.0,0.0,1.0,[H]c1nc(OC([H])([H])[H])c(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])nc1[H]
5tfx,False,317.3259999999998,4.0,22.0,0.0,3.0,[H]c1c([H])c([H])c(C(=O)N([H])c2nc3c([H])c(S(=O)(=O)N([H])[H])c([H])c([H])c3o2)c([H])c1[H]
6d18,False,268.2049999999997,4.0,18.0,0.0,2.0,[H]OP(=O)(O[H])C([H])([H])c1c([H])c(=O)oc2c([H])c(C([H])([H])[H])c([H])c(C([H])([H])[H])c12
2yb0,False,228.20400000000006,4.0,16.0,0.0,2.0,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])c([H])c(=O)n([H])c2=O)C([H])([H])[C@]1([H])O[H]
4kz3,False,241.67700000000002,3.0,13.0,0.0,1.0,[H]OC(=O)c1sc(Cl)c([H])c1S(=O)(=O)N([H])[H]
1nki,False,126.00399999999999,3.0,7.0,0.0,0.0,[H]OC(=O)P(=O)(O[H])O[H]
4l2l,False,266.3689999999998,4.0,19.0,0.0,3.0,[H]c1sc(N([H])[H])nc1-c1c([H])c([H])c(C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H]
4o0x,False,348.40999999999974,3.0,26.0,0.0,4.0,[H]OC1(C#Cc2c([H])c([H])c3nc(C([H])([H])[H])n(-c4nc([H])nc(N([H])[H])n4)c3c2[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
4fs4,False,323.3959999999996,3.0,24.0,0.0,3.0,[H]/N=C1\N(C([H])([H])[H])C(=O)C([H])([H])[C@](c2c([H])c([H])c([H])c(-c3c([H])c([H])c([H])c(OC([H])([H])[H])c3[H])c2[H])(C([H])([H])[H])N1[H]
